Rank,Country,Number of Visa-Free Destinations,Year,Exports,Year_exports,Top export (2021),Imports,Year_imports,Education Index,averageIqByCountry_iqLynnBecker2019,averageIqByCountry_sourceLynnBecker2019,AverageIQ_ICI2017Grade,AverageIQ_ICI2017Score,OverallPisaScore2022,PISAScoresMathScore2022,PISAScoresScienceScore2022,PISAScoresReadingScore2022,LiteracyRateAllGenders,LiteracyRateFemale,LiteracyRateMale,Year_countries_literacy_rate,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
32.0,Dominica,143.0,2023.0,123.0,2021,Medical instruments,400.0,2022,,,,,,,,,,,,,,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,7182.40020254419,7288.49794777466,7054.87597689432,7240.67911908479,7502.12090974081,7724.04241057376,8223.04145029796,7408.09130082314,7833.19501250117,8561.58701121461,7003.46989117043,7668.15813216962,8351.19321309293
34.0,Dominica,145.0,2024.0,123.0,2021,Medical instruments,400.0,2022,,,,,,,,,,,,,,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,7182.40020254419,7288.49794777466,7054.87597689432,7240.67911908479,7502.12090974081,7724.04241057376,8223.04145029796,7408.09130082314,7833.19501250117,8561.58701121461,7003.46989117043,7668.15813216962,8351.19321309293
34.0,Macau,144.0,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,Macau,144.0,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,Macau,144.0,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,Taiwan,143.0,2022.0,382721.0,2019,Integrated circuits,437335.0,2022,,106.47,T,B,45.7,1599.0,547.0,537.0,515.0,99.0,97.3,99.7,2014.0,,,,,,,,,,,,,,,,
31.0,Taiwan,144.0,2023.0,382721.0,2019,Integrated circuits,437335.0,2022,,106.47,T,B,45.7,1599.0,547.0,537.0,515.0,99.0,97.3,99.7,2014.0,,,,,,,,,,,,,,,,
34.0,Taiwan,145.0,2024.0,382721.0,2019,Integrated circuits,437335.0,2022,,106.47,T,B,45.7,1599.0,547.0,537.0,515.0,99.0,97.3,99.7,2014.0,,,,,,,,,,,,,,,,
36.0,Peru,142.0,2022.0,71197.0,2022,Copper,60246.0,2022,0.649,81.44,T,C-,28.0,1207.0,391.0,408.0,408.0,94.0,92.0,97.0,2020.0,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,5047.2046433225,5826.83230656078,6475.72044267849,6697.18774707052,6614.83081997934,6180.11926810233,6163.86042474328,6676.30879274916,6912.10398761205,6955.88082448096,6063.62692279047,6635.46414809173,7125.82993135746
33.0,Peru,136.0,2023.0,71197.0,2022,Copper,60246.0,2022,0.649,81.44,T,C-,28.0,1207.0,391.0,408.0,408.0,94.0,92.0,97.0,2020.0,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,5047.2046433225,5826.83230656078,6475.72044267849,6697.18774707052,6614.83081997934,6180.11926810233,6163.86042474328,6676.30879274916,6912.10398761205,6955.88082448096,6063.62692279047,6635.46414809173,7125.82993135746
38.0,Peru,136.0,2024.0,71197.0,2022,Copper,60246.0,2022,0.649,81.44,T,C-,28.0,1207.0,391.0,408.0,408.0,94.0,92.0,97.0,2020.0,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,5047.2046433225,5826.83230656078,6475.72044267849,6697.18774707052,6614.83081997934,6180.11926810233,6163.86042474328,6676.30879274916,6912.10398761205,6955.88082448096,6063.62692279047,6635.46414809173,7125.82993135746
37.0,Serbia,138.0,2022.0,39900.0,2022,Insulated wire,39756.0,2022,0.723,89.6,T,C+,35.2,1327.0,440.0,447.0,440.0,99.0,99.1,99.9,2019.0,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,5735.42285659849,6809.15980400146,6015.94522756969,6755.07367461629,6600.05621129155,5588.9794435877,5765.20335248009,6292.5465490011,7252.40366767165,7417.20660836868,7733.80346893763,9232.96160604855,9537.68286673128
34.0,Serbia,137.0,2023.0,39900.0,2022,Insulated wire,39756.0,2022,0.723,89.6,T,C+,35.2,1327.0,440.0,447.0,440.0,99.0,99.1,99.9,2019.0,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,5735.42285659849,6809.15980400146,6015.94522756969,6755.07367461629,6600.05621129155,5588.9794435877,5765.20335248009,6292.5465490011,7252.40366767165,7417.20660836868,7733.80346893763,9232.96160604855,9537.68286673128
38.0,Serbia,136.0,2024.0,39900.0,2022,Insulated wire,39756.0,2022,0.723,89.6,T,C+,35.2,1327.0,440.0,447.0,440.0,99.0,99.1,99.9,2019.0,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,5735.42285659849,6809.15980400146,6015.94522756969,6755.07367461629,6600.05621129155,5588.9794435877,5765.20335248009,6292.5465490011,7252.40366767165,7417.20660836868,7733.80346893763,9232.96160604855,9537.68286673128
38.0,Guatemala,137.0,2022.0,15318.0,2021,Clothing,32099.0,2022,0.314,47.72,T,D+,22.8,1091.0,344.0,373.0,374.0,84.0,79.3,87.7,2022.0,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,2852.55759284808,3228.03827784076,3355.03477737406,3522.76742900978,3779.62620518889,3994.62908519019,4173.28134863663,4454.02450948165,4485.75213495073,4647.80754129437,4609.89725752869,5029.47755484093,5473.20856444589
35.0,Guatemala,136.0,2023.0,15318.0,2021,Clothing,32099.0,2022,0.314,47.72,T,D+,22.8,1091.0,344.0,373.0,374.0,84.0,79.3,87.7,2022.0,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,2852.55759284808,3228.03827784076,3355.03477737406,3522.76742900978,3779.62620518889,3994.62908519019,4173.28134863663,4454.02450948165,4485.75213495073,4647.80754129437,4609.89725752869,5029.47755484093,5473.20856444589
40.0,Guatemala,133.0,2024.0,15318.0,2021,Clothing,32099.0,2022,0.314,47.72,T,D+,22.8,1091.0,344.0,373.0,374.0,84.0,79.3,87.7,2022.0,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,2852.55759284808,3228.03827784076,3355.03477737406,3522.76742900978,3779.62620518889,3994.62908519019,4173.28134863663,4454.02450948165,4485.75213495073,4647.80754129437,4609.89725752869,5029.47755484093,5473.20856444589
39.0,El Salvador,136.0,2022.0,10129.0,2022,Clothing,17108.0,2022,0.45,69.63,E,D+,21.7,1081.0,343.0,373.0,365.0,90.0,,,2020.0,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,3017.3073947577,3304.97418347889,3471.05126865498,3555.16209958481,3638.51765819162,3761.51368000275,3870.31298246063,3986.04901435439,4145.86235103186,4280.28840404719,3961.72663347599,4664.31122268385,5127.32166823012
37.0,El Salvador,132.0,2023.0,10129.0,2022,Clothing,17108.0,2022,0.45,69.63,E,D+,21.7,1081.0,343.0,373.0,365.0,90.0,,,2020.0,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,3017.3073947577,3304.97418347889,3471.05126865498,3555.16209958481,3638.51765819162,3761.51368000275,3870.31298246063,3986.04901435439,4145.86235103186,4280.28840404719,3961.72663347599,4664.31122268385,5127.32166823012
39.0,El Salvador,134.0,2024.0,10129.0,2022,Clothing,17108.0,2022,0.45,69.63,E,D+,21.7,1081.0,343.0,373.0,365.0,90.0,,,2020.0,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,3017.3073947577,3304.97418347889,3471.05126865498,3555.16209958481,3638.51765819162,3761.51368000275,3870.31298246063,3986.04901435439,4145.86235103186,4280.28840404719,3961.72663347599,4664.31122268385,5127.32166823012
40.0,Colombia,135.0,2022.0,72497.0,2022,Petroleum,77413.0,2022,0.595,83.13,T,C-,27.9,1203.0,383.0,411.0,409.0,96.0,95.9,95.4,2020.0,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,6392.75802564032,7392.94359956308,8096.80150977513,8263.64192942212,8167.47284156278,6228.65162186089,5936.2610216683,6449.97098726076,6782.03792033195,6436.50921529527,5304.28912886641,6182.70709867964,6624.16539269075
37.0,Colombia,132.0,2023.0,72497.0,2022,Petroleum,77413.0,2022,0.595,83.13,T,C-,27.9,1203.0,383.0,411.0,409.0,96.0,95.9,95.4,2020.0,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,6392.75802564032,7392.94359956308,8096.80150977513,8263.64192942212,8167.47284156278,6228.65162186089,5936.2610216683,6449.97098726076,6782.03792033195,6436.50921529527,5304.28912886641,6182.70709867964,6624.16539269075
41.0,Colombia,132.0,2024.0,72497.0,2022,Petroleum,77413.0,2022,0.595,83.13,T,C-,27.9,1203.0,383.0,411.0,409.0,96.0,95.9,95.4,2020.0,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,6392.75802564032,7392.94359956308,8096.80150977513,8263.64192942212,8167.47284156278,6228.65162186089,5936.2610216683,6449.97098726076,6782.03792033195,6436.50921529527,5304.28912886641,6182.70709867964,6624.16539269075
40.0,Honduras,135.0,2022.0,9243.0,2022,Clothing,17820.0,2022,0.406,,,,,,,,,89.0,88.7,88.2,2019.0,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,1874.27170372599,2053.95969493403,2107.34542786596,2064.55053629483,2164.42455009318,2257.22528369354,2295.53627000423,2403.30608839303,2457.6860424186,2519.36618467309,2354.12143387307,2771.72265387572,3040.17304596842
36.0,Honduras,134.0,2023.0,9243.0,2022,Clothing,17820.0,2022,0.406,,,,,,,,,89.0,88.7,88.2,2019.0,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,1874.27170372599,2053.95969493403,2107.34542786596,2064.55053629483,2164.42455009318,2257.22528369354,2295.53627000423,2403.30608839303,2457.6860424186,2519.36618467309,2354.12143387307,2771.72265387572,3040.17304596842
40.0,Honduras,133.0,2024.0,9243.0,2022,Clothing,17820.0,2022,0.406,,,,,,,,,89.0,88.7,88.2,2019.0,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,1874.27170372599,2053.95969493403,2107.34542786596,2064.55053629483,2164.42455009318,2257.22528369354,2295.53627000423,2403.30608839303,2457.6860424186,2519.36618467309,2354.12143387307,2771.72265387572,3040.17304596842
41.0,Solomon Islands,134.0,2022.0,411.0,2022,Wood,539.5,2022,,,,,,,,,,,,,,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,1661.99788468931,1921.35635220457,2087.51788731499,2208.0852835112,2235.7337028278,2134.80541826155,2196.28389055503,2283.57905127379,2450.4828877801,2398.77305007963,2222.46211853173,2232.53695397683,2205.25180509148
37.0,Solomon Islands,132.0,2023.0,411.0,2022,Wood,539.5,2022,,,,,,,,,,,,,,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,1661.99788468931,1921.35635220457,2087.51788731499,2208.0852835112,2235.7337028278,2134.80541826155,2196.28389055503,2283.57905127379,2450.4828877801,2398.77305007963,2222.46211853173,2232.53695397683,2205.25180509148
41.0,Solomon Islands,132.0,2024.0,411.0,2022,Wood,539.5,2022,,,,,,,,,,,,,,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,1661.99788468931,1921.35635220457,2087.51788731499,2208.0852835112,2235.7337028278,2134.80541826155,2196.28389055503,2283.57905127379,2450.4828877801,2398.77305007963,2222.46211853173,2232.53695397683,2205.25180509148
42.0,Samoa,132.0,2022.0,171.0,2022,Coconut oil,492.1,2022,0.674,,,,,,,,,99.0,99.3,99.0,2021.0,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,3494.39522455198,3789.62699537622,3902.31199231566,3989.89859047662,3948.72802229336,4048.46711296568,4105.8109051951,4261.64034322214,4189.05219052051,4308.3007294066,4042.72275154324,3857.68974206459,3745.56036746313
38.0,Samoa,131.0,2023.0,171.0,2022,Coconut oil,492.1,2022,0.674,,,,,,,,,99.0,99.3,99.0,2021.0,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,3494.39522455198,3789.62699537622,3902.31199231566,3989.89859047662,3948.72802229336,4048.46711296568,4105.8109051951,4261.64034322214,4189.05219052051,4308.3007294066,4042.72275154324,3857.68974206459,3745.56036746313
41.0,Samoa,132.0,2024.0,171.0,2022,Coconut oil,492.1,2022,0.674,,,,,,,,,99.0,99.3,99.0,2021.0,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,3494.39522455198,3789.62699537622,3902.31199231566,3989.89859047662,3948.72802229336,4048.46711296568,4105.8109051951,4261.64034322214,4189.05219052051,4308.3007294066,4042.72275154324,3857.68974206459,3745.56036746313
43.0,Nicaragua,130.0,2022.0,7870.0,2022,Clothing,11247.0,2022,0.437,,,,,,,,,83.0,82.8,82.4,2015.0,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1495.73375442812,1644.80148124531,1746.42125435257,1794.78918809148,1913.52134831663,2025.32143224265,2079.45102735861,2127.28281786358,1981.85836665362,1905.63832831484,1876.60737823677,2064.92924633583,2255.42599496242
40.0,Nicaragua,127.0,2023.0,7870.0,2022,Clothing,11247.0,2022,0.437,,,,,,,,,83.0,82.8,82.4,2015.0,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1495.73375442812,1644.80148124531,1746.42125435257,1794.78918809148,1913.52134831663,2025.32143224265,2079.45102735861,2127.28281786358,1981.85836665362,1905.63832831484,1876.60737823677,2064.92924633583,2255.42599496242
43.0,Nicaragua,128.0,2024.0,7870.0,2022,Clothing,11247.0,2022,0.437,,,,,,,,,83.0,82.8,82.4,2015.0,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1495.73375442812,1644.80148124531,1746.42125435257,1794.78918809148,1913.52134831663,2025.32143224265,2079.45102735861,2127.28281786358,1981.85836665362,1905.63832831484,1876.60737823677,2064.92924633583,2255.42599496242
43.0,Tonga,130.0,2022.0,60.0,2022,Shellfish,244.7,2022,0.79,,,,,,,,,99.0,99.5,99.4,2021.0,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,3416.11069898939,3852.14446192581,4378.57152827537,4208.18789083239,4125.42545363426,4117.93104694205,3978.43768561484,4367.25660339844,4649.61330094975,4878.97868604087,4605.97084119137,4425.97149198516,
39.0,Tonga,130.0,2023.0,60.0,2022,Shellfish,244.7,2022,0.79,,,,,,,,,99.0,99.5,99.4,2021.0,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,3416.11069898939,3852.14446192581,4378.57152827537,4208.18789083239,4125.42545363426,4117.93104694205,3978.43768561484,4367.25660339844,4649.61330094975,4878.97868604087,4605.97084119137,4425.97149198516,
42.0,Tonga,130.0,2024.0,60.0,2022,Shellfish,244.7,2022,0.79,,,,,,,,,99.0,99.5,99.4,2021.0,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,3416.11069898939,3852.14446192581,4378.57152827537,4208.18789083239,4125.42545363426,4117.93104694205,3978.43768561484,4367.25660339844,4649.61330094975,4878.97868604087,4605.97084119137,4425.97149198516,
44.0,Tuvalu,128.0,2022.0,3.0,2021,Boats,153.4,2022,0.557,,,,,,,,,,,,,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,3043.16668029498,3663.26705522426,3624.98428896036,3536.90150504438,3556.37972786582,3384.38320147639,3836.07300251003,4181.43658600984,4419.25999771152,4940.05098268449,4674.91140255256,5372.76023865042,5221.53279904243
40.0,Tuvalu,127.0,2023.0,3.0,2021,Boats,153.4,2022,0.557,,,,,,,,,,,,,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,3043.16668029498,3663.26705522426,3624.98428896036,3536.90150504438,3556.37972786582,3384.38320147639,3836.07300251003,4181.43658600984,4419.25999771152,4940.05098268449,4674.91140255256,5372.76023865042,5221.53279904243
43.0,Tuvalu,128.0,2024.0,3.0,2021,Boats,153.4,2022,0.557,,,,,,,,,,,,,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,3043.16668029498,3663.26705522426,3624.98428896036,3536.90150504438,3556.37972786582,3384.38320147639,3836.07300251003,4181.43658600984,4419.25999771152,4940.05098268449,4674.91140255256,5372.76023865042,5221.53279904243
45.0,North Macedonia,127.0,2022.0,10150.0,2022,Automobile catalysts,12755.0,2022,0.659,81.91,E,C-,28.3,1128.0,389.0,380.0,359.0,98.0,97.6,99.1,2012.0,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,4577.68954288046,5098.09470097215,4728.31307850676,5241.05360094583,5495.73138040533,4861.55615984223,5149.58676436907,5450.49706853299,6108.73917044261,6070.38805358275,5965.45023195365,6778.56287821774,6591.47131411961
41.0,North Macedonia,125.0,2023.0,10150.0,2022,Automobile catalysts,12755.0,2022,0.659,81.91,E,C-,28.3,1128.0,389.0,380.0,359.0,98.0,97.6,99.1,2012.0,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,4577.68954288046,5098.09470097215,4728.31307850676,5241.05360094583,5495.73138040533,4861.55615984223,5149.58676436907,5450.49706853299,6108.73917044261,6070.38805358275,5965.45023195365,6778.56287821774,6591.47131411961
44.0,North Macedonia,125.0,2024.0,10150.0,2022,Automobile catalysts,12755.0,2022,0.659,81.91,E,C-,28.3,1128.0,389.0,380.0,359.0,98.0,97.6,99.1,2012.0,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,4577.68954288046,5098.09470097215,4728.31307850676,5241.05360094583,5495.73138040533,4861.55615984223,5149.58676436907,5450.49706853299,6108.73917044261,6070.38805358275,5965.45023195365,6778.56287821774,6591.47131411961
46.0,Marshall Islands,126.0,2022.0,130.0,2021,Boats,16633.0,2022,0.616,,,,,,,,,98.0,98.2,98.3,2011.0,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,3001.31982926464,3238.88731570104,3445.31540332931,3611.69964168874,3672.68093377497,3703.64905889496,4153.11717602268,4507.622862229,4771.35920442167,5186.83384237084,5545.60026741253,6130.4371365469,6225.17922244115
45.0,Marshall Islands,122.0,2023.0,130.0,2021,Boats,16633.0,2022,0.616,,,,,,,,,98.0,98.2,98.3,2011.0,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,3001.31982926464,3238.88731570104,3445.31540332931,3611.69964168874,3672.68093377497,3703.64905889496,4153.11717602268,4507.622862229,4771.35920442167,5186.83384237084,5545.60026741253,6130.4371365469,6225.17922244115
46.0,Marshall Islands,123.0,2024.0,130.0,2021,Boats,16633.0,2022,0.616,,,,,,,,,98.0,98.2,98.3,2011.0,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,3001.31982926464,3238.88731570104,3445.31540332931,3611.69964168874,3672.68093377497,3703.64905889496,4153.11717602268,4507.622862229,4771.35920442167,5186.83384237084,5545.60026741253,6130.4371365469,6225.17922244115
46.0,Montenegro,126.0,2022.0,3178.0,2022,Aluminium,3722.0,2022,0.76,85.78,E,C,34.6,1214.0,406.0,403.0,405.0,99.0,98.5,99.4,2021.0,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,6688.40259641346,7328.78943085498,6586.39970256684,7188.86361611271,7387.87296917548,6517.19267514764,7033.43962398373,7803.35824465203,8850.3749248372,8909.6538759126,7677.37132106817,9465.96153027794,10093.4387007266
42.0,Montenegro,124.0,2023.0,3178.0,2022,Aluminium,3722.0,2022,0.76,85.78,E,C,34.6,1214.0,406.0,403.0,405.0,99.0,98.5,99.4,2021.0,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,6688.40259641346,7328.78943085498,6586.39970256684,7188.86361611271,7387.87296917548,6517.19267514764,7033.43962398373,7803.35824465203,8850.3749248372,8909.6538759126,7677.37132106817,9465.96153027794,10093.4387007266
45.0,Montenegro,124.0,2024.0,3178.0,2022,Aluminium,3722.0,2022,0.76,85.78,E,C,34.6,1214.0,406.0,403.0,405.0,99.0,98.5,99.4,2021.0,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,6688.40259641346,7328.78943085498,6586.39970256684,7188.86361611271,7387.87296917548,6517.19267514764,7033.43962398373,7803.35824465203,8850.3749248372,8909.6538759126,7677.37132106817,9465.96153027794,10093.4387007266
46.0,Venezuela,126.0,2022.0,28684.0,2016,Petroleum,10856.0,2022,0.663,,,,,,,,,98.0,97.7,97.4,2022.0,,,,,,,,,,,,,,,,
40.0,Venezuela,127.0,2023.0,28684.0,2016,Petroleum,10856.0,2022,0.663,,,,,,,,,98.0,97.7,97.4,2022.0,,,,,,,,,,,,,,,,
42.0,Venezuela,129.0,2024.0,28684.0,2016,Petroleum,10856.0,2022,0.663,,,,,,,,,98.0,97.7,97.4,2022.0,,,,,,,,,,,,,,,,
47.0,Kiribati,124.0,2022.0,11.0,2021,Fish,206.2,2022,0.537,,,,,,,,,,,,,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,1438.08141312394,1644.40755349869,1698.91912438014,1628.64259354319,1546.88176752726,1459.14398299206,1506.23100308107,1566.44713639955,1607.22982544435,1410.01464320535,1403.99385262696,1766.14428934624,1701.97066488808
44.0,Kiribati,123.0,2023.0,11.0,2021,Fish,206.2,2022,0.537,,,,,,,,,,,,,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,1438.08141312394,1644.40755349869,1698.91912438014,1628.64259354319,1546.88176752726,1459.14398299206,1506.23100308107,1566.44713639955,1607.22982544435,1410.01464320535,1403.99385262696,1766.14428934624,1701.97066488808
45.0,Kiribati,124.0,2024.0,11.0,2021,Fish,206.2,2022,0.537,,,,,,,,,,,,,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,1438.08141312394,1644.40755349869,1698.91912438014,1628.64259354319,1546.88176752726,1459.14398299206,1506.23100308107,1566.44713639955,1607.22982544435,1410.01464320535,1403.99385262696,1766.14428934624,1701.97066488808
48.0,Albania,123.0,2022.0,7057.0,2022,Footwear,8407.0,2022,0.682,81.75,E,D+,23.4,1102.0,368.0,376.0,358.0,99.0,98.2,98.7,2022.0,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,4094.34968570481,4437.14116097061,4247.63134315945,4413.06338346821,4578.63320812155,3952.80357364813,4124.05538986272,4531.03220675893,5287.66080067575,5396.2142432843,5343.0377039956,6377.20309553753,6810.11404104233
44.0,Albania,123.0,2023.0,7057.0,2022,Footwear,8407.0,2022,0.682,81.75,E,D+,23.4,1102.0,368.0,376.0,358.0,99.0,98.2,98.7,2022.0,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,4094.34968570481,4437.14116097061,4247.63134315945,4413.06338346821,4578.63320812155,3952.80357364813,4124.05538986272,4531.03220675893,5287.66080067575,5396.2142432843,5343.0377039956,6377.20309553753,6810.11404104233
52.0,Albania,115.0,2024.0,7057.0,2022,Footwear,8407.0,2022,0.682,81.75,E,D+,23.4,1102.0,368.0,376.0,358.0,99.0,98.2,98.7,2022.0,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,4094.34968570481,4437.14116097061,4247.63134315945,4413.06338346821,4578.63320812155,3952.80357364813,4124.05538986272,4531.03220675893,5287.66080067575,5396.2142432843,5343.0377039956,6377.20309553753,6810.11404104233
48.0,Micronesia,123.0,2022.0,126.0,2014,Fish,159.1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0,Micronesia,116.0,2023.0,126.0,2014,Fish,159.1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,Micronesia,118.0,2024.0,126.0,2014,Fish,159.1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,Palau,123.0,2022.0,12.0,2021,Computers,182.8,2022,0.836,,,,,,,,,97.0,96.3,96.8,2015.0,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,10029.28802589,10795.5646929825,11835.3839295665,12418.8261724235,13580.0067430883,15761.3633809149,16743.376740009,16011.6611537815,16152.3892325347,15738.4670127261,14349.3168192188,12921.8273205171,
47.0,Palau,119.0,2023.0,12.0,2021,Computers,182.8,2022,0.836,,,,,,,,,97.0,96.3,96.8,2015.0,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,10029.28802589,10795.5646929825,11835.3839295665,12418.8261724235,13580.0067430883,15761.3633809149,16743.376740009,16011.6611537815,16152.3892325347,15738.4670127261,14349.3168192188,12921.8273205171,
48.0,Palau,120.0,2024.0,12.0,2021,Computers,182.8,2022,0.836,,,,,,,,,97.0,96.3,96.8,2015.0,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,10029.28802589,10795.5646929825,11835.3839295665,12418.8261724235,13580.0067430883,15761.3633809149,16743.376740009,16011.6611537815,16152.3892325347,15738.4670127261,14349.3168192188,12921.8273205171,
49.0,Moldova,122.0,2022.0,5977.0,2022,Insulated wire,9219.0,2022,0.775,89.98,E,C,31.5,1242.0,414.0,417.0,411.0,100.0,99.5,99.7,2021.0,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,2436.79935102421,2941.36224066021,3044.8084324815,3321.04397795719,3289.16784588695,2749.91303825395,2847.63506882245,3454.95469039113,4156.95750022299,4404.95042249597,4376.24249318339,5274.74484719747,5714.43048840294
